,0,1
izal>>despedida,-29.521025,-43.58318
oasis>>the masterplan,58.80332,11.447667
editors>>sugar,36.70683,18.635008
walk the moon>>jenny,-33.37589,19.487835
destinys child>>independent women  pt. i,-22.715036,9.815524
the presidents of the united states of america>>video killed the radio star,54.401997,-16.82197
odyssey>>going back to my roots,-58.44666,-14.891505
skrillex>>stranger,21.858015,14.130664
wiz khalifa>>say yeah,11.895262,17.15647
fangoria>>dramas y comedias,-7.9024534,-17.822016
metallica>>motorbreath,-20.453295,59.769863
led zeppelin>>the crunge,67.1389,11.912402
third eye blind>>graduate,-55.134136,-5.9045653
dorian>>paraísos artificiales,5.1770935,33.096424
boys like girls>>love drunk,-28.454823,36.11699
nicki minaj>>high school,-17.961021,0.43091488
janes addiction>>just because,-47.56356,29.158894
faith no more>>evidence,-49.401367,-32.568516
jessie ware>>imagine it was us,-31.146912,16.89833
how to dress well>>cold nites,-12.147995,-32.095135
lykke li>>jerome,-33.682064,19.757195
j. cole>>lights please,-11.351299,16.834463
the weeknd>>montreal,-2.6347308,18.267372
calvin harris>>slow acid,21.139315,14.558173
the avett brothers>>souls like the wheels,32.42703,35.139996
snoop lion>>no guns allowed,-4.306446,31.939627
editors>>blood,-5.7417016,-45.66476
taylor swift>>begin again,8.536855,-29.92658
amy winehouse>>hey little rich girl,-57.696526,3.5847428
damon albarn>>you & me,31.88409,-18.972755
simple plan>>jet lag - feat. natasha bedingfield,-48.870834,30.63429
gorillaz>>every planet we reach is dead,-41.252357,-25.888992
garbage>>cherry lips go baby go,-17.691267,-51.168533
nine inch nails>>disappointed,-20.960634,-26.708204
fleetwood mac>>silver springs,36.879498,49.662727
shannon>>let the music play,-44.574387,35.528942
hans zimmer>>cornfield chase,-22.657064,-26.173979
wet>>dont wanna be your girl,-24.265886,-20.591316
jamie foxx>>blame it,3.8442109,-22.378624
the kinks>>a well respected man,15.554068,-61.172073
the velvet underground>>im waiting for the man,-57.532288,18.632883
jodi benson>>part of your world,4.2676415,-4.1085734
grizzly bear>>ready  able,14.126037,45.129124
cut copy>>pharaohs & pyramids,8.279142,47.660786
wilco>>black moon,-5.455959,-44.973515
swv>>im so into you,-22.147226,8.307974
twin shadow>>slow,29.215364,32.543877
fabolous>>you be killin em,20.840614,-18.131989
alan silvestri>>im forrest... forrest gump,-39.886715,27.702583
eagles>>peaceful easy feeling,4.9351864,65.28838
dr. dre>>lets get high,-10.996179,17.369005
the smiths>>ask - 2011 remastered version,13.673736,-64.0951
the smiths>>some girls are bigger than others - 2011 remastered version,52.096043,31.522697
veronica maggio>>17 år,13.128901,-42.501842
aesop rock>>none shall pass,-2.76497,20.284275
the naked and famous>>a wolf in geeks clothing,26.99398,-50.888268
panic! at the disco>>girls/girls/boys,-29.786194,-9.634446
the naked and famous>>jilted lovers,-34.794117,16.83405
bombay bicycle club>>what you want,34.12076,-33.129993
the tallest man on earth>>revelation blues,14.130971,44.37721
local natives>>cubism dream,-18.982897,-32.720398
daughter>>home,-36.09402,4.2750773
gold panda>>quitters raga,13.113844,44.778572
belle & sebastian>>the blues are still blue,46.889095,11.391032
the beatles>>while my guitar gently weeps,49.205196,-34.376507
feist>>brandy alexander,-6.283231,-42.43915
feist>>honey honey,-44.95205,4.861086
christopher cross>>arthurs theme best that you can do - remastered,11.014247,-61.697727
barbra streisand>>woman in love,51.44832,-32.059776
eddie vedder>>tonight you belong to me,43.853493,-4.9194
sexpress>>theme from sexpress,65.157875,3.9995728
alfons>>ganjaman,-20.692368,-4.6400323
rjd2>>1976,23.937784,-46.077873
of monsters and men>>crystals,-14.027239,-27.92651
american authors>>best day of my life - gazzo remix,11.554249,-31.279125
taking back sunday>>this photograph is proof i know you know,61.597027,-1.1066345
james vincent mcmorrow>>breaking hearts,-7.9636416,-41.743813
birdy>>fire and rain,-34.459827,-18.206238
rancid>>fall back down,-49.809605,-31.474697
baths>>miasma sky,-14.408636,35.33727
drake>>show me a good time,17.353765,10.7406435
nicki minaj>>right by my side,9.817287,18.703161
gloria estefan and miami sound machine>>rhythm is gonna get you,33.57694,55.362762
joaquin sabina>>pacto entre caballeros,5.135947,30.810205
stevie wonder>>that girl,58.844044,24.468554
martha reeves & the vandellas>>dancing in the street - single version,-44.858776,-42.078484
marketa irglova and glen hansard>>if you want me,-43.73618,17.966923
bonobo>>jets,-31.885069,17.532896
steve aoki>>turbulence - radio edit,17.963291,-5.3409314
limp bizkit>>n 2 gether now,-19.905024,57.749146
björn ulvaeus>>one night in bangkok - single version,0.466843,62.547012
judas priest>>electric eye,-45.95169,-36.138634
klaus badelt>>hes a pirate,-25.580923,-4.068038
placebo>>too many friends,38.449467,-4.5749674
taylor swift>>last kiss,-11.519216,6.9989552
fall out boy>>champagne for my real friends  real pain for my sham friends,-28.03223,-47.32311
all time low>>lost in stereo,-28.585945,36.361687
johnny cash>>aint no grave,13.740278,-57.297043
los enanitos verdes>>lamento boliviano,-34.062843,34.75134
sufjan stevens>>all of me wants all of you,25.006235,-40.943954
bloodhound gang>>foxtrot uniform charlie kilo,-45.814514,-18.298882
the hives>>go right ahead,-40.97806,-10.961594
troye sivan>>happy little pill,-31.81625,-0.54285836
papa>>i am the lion king,-41.863625,4.284329
dead mans bones>>lose your soul,-21.940851,34.027874
klangkarussell>>netzwerk falls like rain,-7.847613,28.607063
roy orbison>>only the lonely know the way i feel,-0.71159863,63.956787
lykke li>>rich kids blues,14.27751,44.02991
nine inch nails>>the becoming,60.094162,13.78182
tegan and sara>>the con,46.397373,11.603943
lord huron>>the ghost on the shore,43.105938,7.907477
bowerbirds>>tuck the darkness in,43.661224,-7.358214
the neighbourhood>>wires,33.476006,-28.988352
st. vincent>>neutered fruit,-4.650675,40.53116
passion pit>>dreams,-34.999924,-25.383106
fitz and the tantrums>>spark,32.637398,19.676476
destroyer>>chinatown,-16.421137,-37.352085
new order>>your silent face,40.424637,-29.508902
garbage>>milk,-23.134745,52.761806
interpol>>lights,-29.438234,32.075974
coasts>>oceans,5.4687853,36.647175
rick james>>mary jane,-33.21401,48.255688
nas>>hip hop is dead,-19.97325,2.208474
eminem>>wont back down,18.666994,-18.256937
a perfect circle>>passive,5.1701293,55.531216
björk>>possibly maybe,7.4251523,52.94963
limahl>>never ending story,-33.0157,55.969727
joaquin sabina>>pongamos que hablo de madrid,5.887933,30.877785
ellie goulding>>burn - tiëstos club life remix,2.4239483,-25.829235
josh turner>>your man,24.100863,-18.081583
foo fighters>>in your honor,-48.901203,27.978018
ryan adams>>ashes & fire,24.585108,-54.438805
led zeppelin>>night flight,-5.024431,65.368454
everlast>>what its like,52.937996,-28.160112
mike oldfield>>moonlight shadow,-27.601189,52.316135
medina>>där palmerna bor,-11.371531,-16.253979
mansun>>wide open space,44.394455,-33.46634
woodkid>>the golden age,39.011856,8.64598
john grant>>black belt,-2.8437858,-38.232975
patrice rushen>>forget me nots,-57.3635,-15.9082985
alexandra burke>>bad boys,9.969508,-28.870373
johnny cash>>big river,-3.7275424,-59.79703
b.o.b>>dont let me fall,-5.6308546,-16.145117
michael jackson>>give in to me,-57.410572,-15.279289
bob marley & the wailers>>iron lion zion,-49.147366,32.324745
green day>>¡viva la gloria!,44.94528,-32.931973
royal blood>>loose change,-15.667282,31.337238
culture club>>do you really want to hurt me,-46.607967,-40.57787
twin shadow>>to the top,34.102,1.508153
kanye west>>last call,-11.62216,16.876318
mastodon>>the motherload,57.206215,7.175743
london music works>>requiem for a tower,17.875116,58.079235
ben howard>>she treats me well,22.576485,30.909168
hozier>>it will come back,-26.81389,16.571012
blouse>>into black,-34.656048,18.685009
david bowie>>dirty boys,-21.40547,-27.14462
david bowie>>if you can see me,-35.634903,11.265705
the smashing pumpkins>>stumbleine,53.49972,29.710701
chrome sparks>>marijuana,-12.916605,32.871117
father john misty>>when youre smiling and astride me,31.942802,-18.43252
feist>>the circle married the line,46.564075,10.89766
mogwai>>mexican grand prix,-16.282784,44.66681
the neighbourhood>>everybodys watching me uh oh,-25.787449,-19.482018
mika>>big girl you are beautiful,3.4136384,-48.838905
savages>>waiting for a sign,34.07383,-15.849775
j. cole>>fire squad,-8.945465,-6.8280964
manchester orchestra>>virgin,42.702984,-12.471838
tyga>>dope,-5.6587234,-11.961861
nick drake>>road,16.26753,47.951138
astrud gilberto>>agua de beber,13.099362,-56.366734
akon>>im so paid,-19.13939,5.9390955
the notorious b.i.g.>>going back to cali,-10.967472,-4.1997476
electric light orchestra>>hold on tight,-58.17111,1.2952511
matisyahu>>jerusalem,-48.90728,31.61883
chris brown>>i can transform ya,-16.428654,1.8492328
nicki minaj>>get on your knees,-15.12701,-7.6600456
groove theory>>tell me,19.702545,4.3951125
fiona apple>>daredevil,-20.487356,-29.382574
yeasayer>>i remember,-43.297077,9.304234
amy winehouse>>best friends  right,-3.0805795,-46.520256
sufjan stevens>>john wayne gacy  jr.,-36.98507,23.295961
amy winehouse>>wake up alone - original recording,46.253044,-14.79835
thirty seconds to mars>>search and destroy,18.829916,27.218708
metronomy>>reservoir,12.238771,36.953888
smokey robinson & the miracles>>i second that emotion,-58.11799,14.538263
the beatles>>a day in the life,17.511621,-62.132874
foals>>balloons,-3.5814404,-44.26654
caribou>>bowls,-4.407654,-40.24848
broken social scene>>lovers spit,-23.094505,33.340076
tom odell>>hold me,-32.087852,1.944915
crystal castles>>intimate,-35.098423,18.78484
john mayer>>back to you,-1.7251676,-46.203876
eminem>>say what you say,11.407094,15.371032
pearl jam>>light years,-41.7898,47.329296
leon bridges>>coming home,-12.152438,-29.071203
awolnation>>wake up,36.22216,-13.877255
bonobo>>ten tigers,38.799927,8.949369
maroon 5>>just a feeling,-12.081818,6.882819
miley cyrus>>my darlin,-6.9807477,15.163301
rose royce>>car wash,-19.661385,-57.888573
jack white>>i think i found the culprit,-34.42812,7.389876
ryan adams>>two,43.74544,-5.449859
janet jackson>>if,-22.184565,8.417739
suicidal tendencies>>institutionalized,-49.854122,27.474915
seven lions>>strangers,22.004143,14.0829935
los amigos invisibles>>mentiras,-27.78408,41.708687
radiohead>>dollars & cents,-39.6939,-45.83189
loquillo>>cadillac solitario,-24.64142,-44.45346
outkast>>the way you move - radio mix,21.266245,2.0655043
rent soundtrack>>seasons of love,16.62747,23.593384
cheap trick>>the flame - single edit,65.218216,4.047388
pixies>>i bleed,-50.817646,8.39312
r.e.m.>>radio free europe,10.536491,60.13091
slipknot>>pulse of the maggots,12.011676,62.45852
dave matthews band>>the best of whats around,56.810028,14.0141
david guetta>>the future,14.916274,1.7202567
ellie goulding>>hanging on,-31.813217,-0.12271305
the glitch mob>>cant kill us,0.41802257,-26.568922
motion city soundtrack>>the future freaks me out,57.382694,12.216668
the smiths>>jeane 2008 remastered version,-57.004635,26.795248
mariah carey>>obsessed,0.81451946,16.321518
paul kalkbrenner>>sky and sand,26.543259,16.40226
incubus>>oil and water,-4.4024005,54.94808
nicki minaj>>automatic,13.089151,-30.974264
daft punk>>emotion,-30.848736,-18.197903
justice>>let there be light,-25.878962,34.131905
peabo bryson>>a whole new world aladdins theme,13.886542,-40.381702
cher lloyd>>with ur love,21.806639,-19.428108
noah and the whale>>tonights the kind of night,44.533295,-3.4951854
young galaxy>>pretty boy,11.377145,40.29086
håkan hellström>>en vän med en bil,-15.864508,-14.375161
feist>>a commotion,25.647114,-52.402412
dawes>>a little bit of everything,23.387632,-51.33987
goldfrapp>>a&e,22.12151,-55.124382
foo fighters>>but  honestly,-28.529938,-54.849583
the strokes>>electricityscape,-38.59178,-25.472012
icona pop>>get lost,-20.765154,-4.623902
the smashing pumpkins>>here is no why,-56.084625,-8.669449
the strokes>>ize of the world,-36.11182,22.780867
awolnation>>jump on my shoulders,-34.289738,25.943907
nirvana>>love buzz,-40.193577,47.86939
wild nothing>>summer holiday,37.56727,22.696857
the stone roses>>this is the one - remastered,48.463528,1.6623793
santigold>>this isnt our parade,39.90397,-0.99546534
blur>>under the westway,42.471,-6.484505
the shins>>young pilgrims,36.89561,-33.655937
one direction>>summer love,21.901772,11.99808
the kooks>>eddies gun,-37.263477,-26.206003
bon iver>>come talk to me,-17.901844,-39.488533
lil wayne>>mr. carter,-5.1335416,18.697386
max richter>>on the nature of daylight,2.348849,47.891758
interpol>>narc,-16.184258,50.229736
kate boy>>northern lights,3.1487007,36.582764
jamie cullum>>what a difference a day made,53.272907,-24.546738
mos def>>hip hop,-20.188118,2.0579362
kanye west>>bad news,17.344376,-31.68844
nas>>n.y. state of mind - explicit album version,-3.89455,19.776058
explosions in the sky>>catastrophe and the cure,-16.619074,-38.537792
thrice>>the artist in the ambulance,56.5931,12.917261
against me!>>thrash unreal,58.301342,-5.087565
volbeat>>heaven nor hell,-55.364136,-4.1660843
b.o.b>>we still in this bitch feat. t.i. and juicy j,20.405714,-14.911688
led zeppelin>>sick again,50.81398,33.713173
queen>>we will rock you - 2011 remaster,54.05998,-28.45247
niños mutantes>>errante canción mutante,-32.06546,-39.598667
sting>>when we dance,50.998436,-27.155806
craig mack>>flava in ya ear remix - feat. notorious b.i.g.  l.l. cool j  busta rhymes  rampage,-9.982353,-9.794757
cinderella>>dont know what you got till its gone,-45.648655,-36.937546
the mowglis>>the great divide,42.317657,8.116305
parquet courts>>black and white,-6.267896,-34.719273
mogwai>>rano pano,13.766292,45.44925
royal blood>>blood hands,-5.714369,-32.015366
sheryl crow>>my favorite mistake,-10.807702,59.113407
kanye west>>roses,11.010582,15.31717
maverick sabre>>let me go,-20.790089,18.391163
crystal waters>>gypsy woman shes homeless - radio mix,-21.688517,-7.071819
die antwoord>>ugly boy,20.105164,-4.9390526
wayne wonder>>no letting go,0.5031997,16.962175
lykke li>>breaking it up,-11.296399,-40.568382
ben howard>>conrad,-14.133145,-28.337973
atmosphere>>sunshine,19.581902,6.9268794
flume>>sintra,25.9587,32.798813
the pussycat dolls>>i hate this part,-14.714191,2.3106363
rufus wainwright>>complainte de la butte,-32.16546,-52.301037
washed out>>get up,-36.489254,-9.785347
moby>>south side,35.410385,29.131134
aterciopelados>>bolero falaz,-24.113194,-44.852776
carlos baute>>colgando en tus manos - con marta sanchez,-26.4964,-42.69845
mecano>>un año mas,25.358576,-10.200036
holy ghost!>>okay,-0.9874546,39.54297
afrika bambaataa>>planet rock,3.2051783,18.551222
björk>>all is full of love,22.786922,-54.817413
dishwalla>>counting blue cars tell me your thoughts on god,-30.827938,-51.87063
busta rhymes>>woo hah!! got you all in check,19.230896,-18.015615
bob dylan>>maggies farm,-35.88511,52.798737
tv on the radio>>halfway home,-41.283497,-7.3547306
ben lee>>catch my disease,-18.004364,-42.695366
fiona apple>>extraordinary machine,-39.995758,-26.019753
little joy>>the next time around,44.542255,3.7273154
kurt vile>>air bud,27.440668,-44.988876
kurt vile>>goldtone,-34.32136,-9.701822
u2>>the unforgettable fire,62.13028,6.37646
norah jones>>cold cold heart,-18.686205,-41.902077
norah jones>>lonestar,-27.14747,33.39571
maroon 5>>doin dirt,-4.622669,-15.034375
sigur rós>>valtari,45.19971,-9.974463
sigur rós>>varðeldur,45.237343,-9.982012
everything everything>>my kz  ur bf,-20.273731,34.85062
radiohead>>gagging order,-42.165455,-11.923654
santigold>>look at these hoes,-18.404203,30.55191
a tribe called quest>>check the rhime,2.2201037,-19.854145
the notorious b.i.g.>>notorious thugs,0.697643,17.898544
beastie boys>>rhymin & stealin,20.606396,49.969913
the allman brothers band>>melissa,-35.156025,52.784958
el canto del loco>>zapatillas,23.512117,-12.169304
evanescence>>lithium,-29.277914,37.39933
nickelback>>lullaby,-17.824844,21.877792
