,0,1
amy winehouse>>fuck me pumps - mj cole remix,-56.732166,-17.856396
amy winehouse>>teach me tonight - live  hootenanny  london/2004,61.520782,21.260656
ludacris>>whats your fantasy featuring shawna,20.60877,-16.027548
john travolta>>the grease mega-mix,54.099167,19.773401
selena gomez & the scene>>round & round,13.510932,22.265184
fleetwood mac>>dreams - live,-43.089085,-34.464108
bleachers>>like a river runs,-24.559956,21.124308
john denver>>rocky mountain high,30.045916,52.599846
sebastian ingrosso>>calling lose my mind - extended club mix,1.9923903,-25.752048
jerrod niemann>>lover  lover,-18.63742,23.672102
florence + the machine>>shake it out - mtv unplugged  2012,26.07004,37.09145
burial>>near dark,-7.6202803,41.63068
the beach boys>>god only knows - 1996 digital remaster,-53.760323,-13.811211
james vincent mcmorrow>>gold,-32.17393,-4.4209237
michael bublé>>at this moment,15.083746,-40.24086
michael bublé>>some kind of wonderful,26.630117,20.14382
eric church>>like jesus does,-19.436337,22.369986
miranda lambert>>white liar,23.82128,-17.251045
r.e.m.>>bang and blame,6.1759796,-57.25736
otis redding>>white christmas,7.19849,-73.97094
the black keys>>aeroplane blues,23.19986,-53.52729
gunther & the sunshine girls>>ding dong song - radio edit,-9.233766,-18.496
k7>>come baby come,-3.4840944,-22.179626
staind>>mudshovel,-7.883082,57.852352
empire of the sun>>disarm,-24.084372,-26.74618
jason mraz>>love for a child,-20.039703,24.071718
glee cast>>o holy night glee cast version,1.9432205,-74.86049
alanis morissette>>mary jane,-29.885033,47.91147
girl talk>>like this,-12.633339,18.280985
anthrax>>antisocial,7.509804,-58.79914
anthrax>>bring tha noize,-10.772711,-52.746197
malu>>devuelveme la vida,-7.6726503,-19.390022
deal>>shine - molella radio edit,17.262356,21.147379
michael bublé>>to love somebody,28.817947,-3.5721142
dave matthews band>>when the world ends,41.926743,-31.277105
pink floyd>>side 3  pt. 7: talkin hawkin,44.170486,29.540428
justin bieber>>nothing like us - bonus track,-1.9683586,25.569363
conor oberst>>hundreds of ways,-34.235413,4.545148
all time low>>jasey rae,-38.938877,27.711702
kodaline>>way back when,36.333935,-16.882627
pretty lights>>out of time,3.4658208,42.605217
brad paisley>>beat this summer,9.54219,-31.19687
rebecca ferguson>>glitter & gold,-27.691921,-8.993609
fontella bass>>rescue me,28.42424,54.62285
frank sinatra>>nice n easy,-31.582575,52.633305
the swell season>>in these arms,-41.060955,16.96515
rihanna>>you da one - album version edited,25.939669,-16.708042
new found glory>>head on collision,-52.519737,-5.3852158
the smiths>>london - 2011 remastered version,-40.66261,44.479763
the smiths>>oscillate wildly - 2011 remastered version,-3.1456468,58.877834
the smiths>>still ill - 2011 remastered version,51.812977,30.367117
barry mcguire>>eve of destruction,-47.60088,-27.271126
rage against the machine>>without a face,43.403263,-34.068516
veronica maggio>>sju sorger,21.244862,20.337763
billie holiday>>ill be seeing you,-53.525143,17.588547
alex clare>>relax my beloved,8.805007,43.594032
the velvet underground>>candy says,-21.711027,-51.67598
skrillex>>scary monsters and nice sprites - dirtyphonics remix,13.824225,19.509542
bullet for my valentine>>waking the demon,53.856926,-20.214798
thomas rhett>>make me wanna,-8.871405,25.537258
kenny chesney>>there goes my life,28.029837,-1.0990485
lionel richie>>you are,47.996544,-28.192455
hot natured>>benediction,4.5218463,-31.705227
dinah washington>>what a difference a day makes,50.373398,-26.32907
michael bublé>>close your eyes,-5.352464,-25.599745
the gaslight anthem>>mulholland drive,-16.103748,42.00659
anberlin>>a day late,14.536605,-51.63712
jackson 5>>dancing machine - single version,-43.050175,-40.02799
radiohead>>the daily mail,43.972477,13.472007
mint royale>>singin in the rain,24.326357,23.127718
a tribe called quest>>we can get down,19.690437,-16.124187
bee gees>>night fever,-10.085248,61.573193
guano apes>>big in japan,0.105566934,-52.37634
pentatonix>>carol of the bells,-6.6130223,-72.545074
gary moore>>over the hills and far away,1.7625282,61.974384
kimya dawson>>loose lips,-37.57244,40.095196
kimya dawson>>so nice so smart,33.81591,31.466536
the offspring>>feelings,-49.351,-27.023167
angel olsen>>iota,-31.94182,14.434177
otis redding>>merry christmas baby,0.76856005,-74.254135
jens lekman>>an argument with myself,21.538889,-47.65568
metallica>>astronomy,6.6599936,-58.46756
san cisco>>awkward,19.762291,-43.80977
foy vance>>be the song,1.8765004,-43.155693
the killers>>boots,-9.42941,-51.68416
nickelback>>figured you out,-44.91381,-27.21472
lykke li>>hanging high,-43.411503,-5.155324
city and colour>>harder than stone,-43.29174,-4.711722
twin atlantic>>heart and soul,-31.295391,2.7401865
oasis>>hey now,-50.227654,2.9120188
the downtown fiction>>i just wanna run,-26.42463,7.2531075
class actress>>keep you,-27.83186,24.338476
red hot chili peppers>>mellowship slinky in b major,-22.169485,50.137165
interpol>>memory serves,-18.291538,45.321587
u.s. royalty>>monte carlo,-16.47389,41.32541
the decemberists>>sons & daughters,39.925415,27.945736
david gray>>the one i love,51.21249,5.3298326
fucked up>>the other shoe,42.087257,4.1902604
john frusciante>>the past recedes,44.94572,2.6312056
best coast>>up all night,40.754265,-12.330661
liz phair>>why cant i,27.028503,-17.281324
best coast>>why i cry,34.798733,-29.14477
belle & sebastian>>wrapped up in books,39.549595,-30.047321
one direction>>fools gold,-18.687479,-12.698668
hans zimmer>>imagine the fire,-35.457462,28.340643
squeeze>>cool for cats - single edit,-25.453102,-50.97054
david bowie>>the man who sold the world 1997 remastered,57.669262,9.740354
cake>>friend is a four letter word,-50.356552,-14.166367
the roots>>what they do,19.680311,-16.401249
50 cent>>wanksta - soundtrack version,20.839376,-15.079496
empire of the sun>>delta bay,-24.613789,-29.065235
kasabian>>the doberman,46.429424,13.158024
zero 7>>this world,41.139206,2.8053277
björk>>i miss you,-48.323757,11.362893
nine inch nails>>gave up,-51.655273,-14.550932
the dead weather>>60 feet tall,20.880594,-51.916843
david guetta>>listen feat. john legend,-14.00244,12.134352
john legend>>wanna be loved,23.017044,-21.331749
my chemical romance>>fake your death,-43.6928,-25.742235
volbeat>>maybellene i hofteholder,-27.612228,47.026165
billy talent>>rusted from the rain,23.762093,48.567204
daughtry>>what about now,24.81639,-13.691933
foo fighters>>free me,-53.495132,-23.662115
pearl jam>>present tense,10.674556,58.089535
foo fighters>>still,52.835754,29.433317
the lonely island>>boombox,4.16703,-34.132915
the black keys>>next girl - live,-5.0629144,49.107155
vetusta morla>>la mosca en tu pared,-31.928356,35.65156
supersubmarina>>hermetica,-28.428064,-4.719211
racoon>>no mercy,-0.07932834,27.558437
radio killer>>lonely heart - radio edit,-9.855951,14.843431
far corporation>>stairway to heaven,48.523064,34.17796
faith no more>>be aggressive,-3.167704,-54.25892
melendi>>como una vela,-26.47108,-43.04884
scuba>>the hope,38.84944,9.848294
boozoo bajou>>night over manaus,-7.718761,42.273895
jack johnson>>shot reverse shot,20.542332,30.19574
the edgar winter group>>free ride,-53.451626,-16.993263
matchbox twenty>>back 2 good,4.691274,-51.401764
bob marley & the wailers>>concrete jungle,-27.246084,-49.253563
johnny cash>>danny boy,-41.58655,-41.89426
guns n roses>>get in the ring,-50.489357,-21.740992
2pac>>heartz of men,-20.400255,1.8126941
michael jackson>>liberian girl,-33.412575,45.224003
u2>>love and peace or else,-39.023293,47.984493
lynyrd skynyrd>>saturday night special,33.10115,50.61683
guns n roses>>so fine,44.033978,38.47302
rihanna>>the last song,26.02277,0.92986566
stevie nicks>>you cant fix this,38.72743,-29.875357
bloc party>>we are not good people,41.770805,-15.341559
swedish house mafia>>dont you worry child acoustic version [feat. john martin],-33.941956,-34.022957
bono>>lucy in the sky with diamonds,-25.347654,31.89845
queen>>love of my life - remastered 2011,-33.32963,42.97159
metric>>help im alive - acoustic,-47.010128,0.0015481875
los cuates de sinaloa>>negro y azul: the ballad of heisenberg from breaking bad tv series,-12.774358,54.741352
jason weaver>>i just cant wait to be king,2.4980772,-3.3658562
justice>>parade,2.8109539,42.97809
dawes>>from a window seat,-37.990257,-13.488053
bob dylan>>one too many mornings,-3.4447284,61.063828
mat kearney>>learning to love again,-25.07515,27.67744
mø>>slow love,20.351404,32.405495
nomy>>cocaine - original,-8.557553,-21.997284
geographer>>lovers game,-19.561455,33.45974
richard hell>>blank generation,-0.07468499,-54.771194
taylor swift>>starlight,22.199781,12.85097
brand new>>at the bottom,19.281462,-45.19965
bright eyes>>train under water,41.774025,-5.5492954
matt and kim>>get it,-30.035677,-10.262733
robbie williams>>tripping,27.97247,-5.501968
mecano>>los amantes,-30.152863,40.458004
paulina rubio>>ni una sola palabra,-0.6289979,30.49417
savage garden>>affirmation,12.819162,-41.94174
afrojack>>cant stop me - radio edit,1.3331752,-25.772118
hombres g>>si no te tengo a ti,20.227688,24.778303
los auténticos decadentes>>un osito de peluche de taiwán,28.295729,-8.336178
matthew dear>>her fantasy,-43.199818,-4.3515496
tv on the radio>>ride,12.062997,37.103634
david bowie>>modern love - 2002 remastered version,-29.554638,50.6754
hans zimmer>>dust,-22.965641,-26.11086
desmond dekker>>007 shanty town,12.622117,-51.93712
van morrison>>brand new day,-8.442519,-56.677773
fiona apple>>slow like honey,34.307068,32.857063
nicolas jaar>>problem with the sun,10.81545,42.787853
elliott smith>>baby britain,24.378225,-55.49516
fleet foxes>>drops in the river,-38.02928,-27.574697
iron & wine>>peace beneath the city,7.824008,49.768085
elliott smith>>pitseleh,9.533326,50.48079
destroyer>>savage night at the opera,23.622328,38.449104
black sabbath>>electric funeral,-45.912292,-34.68461
black sabbath>>hand of doom,-55.33778,2.1309514
t. rex>>cosmic dancer,-24.585794,-51.300488
the jam>>english rose,-47.98976,-29.689783
jasmine thompson>>let her go,-25.825888,27.50795
amy winehouse>>help yourself,-57.600746,3.5054858
björk>>ive seen it all,-47.411163,20.435925
wild nothing>>the blue dress,39.58516,11.095818
u2>>if god will send his angels,-48.23512,20.925863
neko case>>calling cards,-3.622212,-36.17863
foxes>>youth adventure club remix,28.049961,-21.154083
manchester orchestra>>april fool,19.269403,-45.14871
primus>>john the fisherman,-46.286736,28.629377
rage against the machine>>the ghost of tom joad,58.304787,9.987477
staygold>>wallpaper,23.44763,-6.30627
de jeugd van tegenwoordig>>sterrenstof,28.1087,17.768583
panda bear>>butcher baker candlestick maker,-6.1461363,-33.568913
glee cast>>raise your glass glee cast version,9.631138,24.47851
juanes>>yerbatero,25.540031,-14.815749
belle & sebastian>>enter sylvia plath,-25.558432,-21.912212
the national>>terrible love alternate version,42.95207,11.898329
the prodigy>>poison,4.467513,53.23054
frank sinatra>>fly me to the moon - in other words,-53.176544,16.98888
she & him>>baby,19.150627,-43.256996
the postal service>>such great heights remastered,40.05712,25.683403
big boi>>lines,-13.080496,17.510286
papa>>put me to work,8.467217,40.360966
sharon van etten>>tarifa,34.26684,7.9935155
tv on the radio>>repetition,12.702542,44.099213
my morning jacket>>slow slow tune,33.31756,31.686342
katy perry>>mannequin,-11.320311,23.69182
the format>>on your porch,-1.6326703,46.621025
social distortion>>dont drag me down,-37.959774,-43.57158
black flag>>six pack,39.96162,39.924
the national>>the geese of beverly road,43.17927,10.471267
bo diddley>>bo diddley,-8.905583,-56.66022
steve jablonsky>>arrival to earth,8.316319,-48.568726
luis bacalov>>the grand duel - parte prima,59.249493,11.744237
maximo park>>girls who play guitar,-48.3673,-14.537564
the penguins>>earth angel,-47.27463,-27.245075
pereza>>4 y 26,9.920542,-46.035385
pilot>>magic,-32.22006,48.318844
the fray>>absolute,13.358032,-43.296852
my chemical romance>>save yourself  ill hold them back,24.228312,46.50408
ann peebles>>i cant stand the rain,-53.83506,15.23151
glee cast>>cant fight this feeling glee cast version,-23.22815,-45.196335
justin bieber>>that should be me,23.563684,8.992919
glee cast>>true colors glee cast version,27.39239,-2.039567
twin shadow>>be mine tonight,-1.7902601,-40.69253
sleigh bells>>leader of the pack,-26.90954,25.512402
dirty projectors>>unto caesar,40.22309,-11.728619
beck>>already dead,21.68583,-50.100567
simon & garfunkel>>baby driver,1.6247619,-58.95459
bombay bicycle club>>flaws,-39.013565,-17.849394
queens of the stone age>>into the hollow,-41.214302,21.886723
bat for lashes>>moon and moon,-17.219297,42.578514
sufjan stevens>>romulus,24.74143,40.890533
girls>>saying i love you,24.513737,38.34495
billie holiday>>youre my thrill,47.979664,-26.278624
b.o.b>>strange clouds feat. lil wayne,19.211098,10.507563
lou reed>>wagon wheel,53.466908,-17.135767
thompson square>>are you gonna kiss me or not,9.790006,-31.822348
the replacements>>alex chilton,16.709707,-51.415455
joe jackson>>its different for girls,-50.79226,24.92324
rudimental>>more than anything - feat. emeli sandé,-8.45103,29.117266
the beatles>>back in the u.s.s.r.,2.5236917,-58.869392
lcd soundsystem>>give it up,-39.89818,-11.384771
the clash>>koka kola,-43.987926,44.23819
blur>>music is my radar,-9.216453,46.185135
beck>>novacane,-4.7952857,51.892727
the clash>>the right profile,58.507282,9.283233
friendly fires>>true love,38.862236,-5.085085
arcade fire>>une année sans lumiere,41.477654,-12.292822
wilco>>monday,-17.968172,44.005066
beastie boys>>tadlocks glasses,46.255936,19.089006
brad paisley>>this is country music,28.053215,-1.0436215
emeli sandé>>lifetime,-8.467706,23.991709
melody gardot>>over the rainbow,-9.536796,54.408375
chris young>>tomorrow,27.466974,-2.2300255
stiff little fingers>>alternative ulster,12.991232,-58.130924
ms mr>>this isnt control,37.738316,-0.011648313
supertramp>>bloody well right,-8.321732,-56.5087
sting>>its probably me,-50.688873,24.959705
eagles>>the long run,59.853107,11.040627
eminem>>my fault,-5.6938024,19.703194
eddie vedder>>cant keep,-14.840606,-43.50874
bruce springsteen>>girls in their summer clothes,-54.994358,-17.181425
wilco>>solitaire,33.577297,31.670284
pink floyd>>the great gig in the sky,57.88552,10.6014
pearl jam>>dirty frank,-39.775986,-45.05016
pearl jam>>glorified g remastered,-53.90894,-22.28761
pearl jam>>leash remastered,-44.306625,43.75676
stan getz>>para machuchar meu coracao,51.150677,20.767065
houndmouth>>sedona,19.582039,32.075283
shiny toy guns>>major tom,-21.011723,40.54225
the 1975>>medicine,-12.828185,32.28818
kodaline>>talk,33.751453,10.910232
chris brown>>dont think they know,-4.720969,-17.12674
lil wayne>>let the beat build,-12.851378,17.912107
hundred waters>>murmurs,-10.502982,34.76533
maroon 5>>better that we break,6.705853,-37.538624
natalie cole>>this will be an everlasting love - 2003 digital remaster,56.267418,-2.2053635
rjd2>>the horror,39.233475,13.419425
the who>>love reign oer me - 5.1 mix,-35.813457,47.303036
ludovico einaudi>>berlin song,7.081035,-48.9701
miles davis>>pharaohs dance,43.135277,33.118534
travis>>turn,47.748928,-15.541588
goldfinger>>here in your bedroom,-53.96661,2.1831584
tom waits>>alice,16.855202,-50.867916
bruce springsteen>>downbound train,-44.0269,-38.717045
bruce springsteen>>the river - live,58.17853,4.2547903
annie>>heartbeat,-46.876385,-3.6892664
henrik b>>echoes - radio edit,-12.74546,-17.467028
two door cinema club>>kids,-38.648693,18.052723
scissor sisters>>any which way,14.232204,-43.328033
blake shelton>>neon light,-6.1308384,26.603754
depeche mode>>secret to the end,23.894194,39.141617
metric>>combat baby,-19.825926,-38.57947
breach>>everything you never had we had it all [feat. andreya triana],-19.401329,-13.754507
the new pornographers>>the bleeding heart show,44.99538,12.976856
future islands>>long flight,-21.82987,34.08199
ultravox>>vienna,53.7639,-16.826036
dropkick murphys>>the warriors code,58.4447,5.580406
david bowie>>ashes to ashes - single version;2002 - remaster,3.4767814,-56.898235
the roots>>i remember,-20.859652,7.10949
massive attack>>girl i love you - she is danger remix,-36.7774,-11.804493
adam levine>>no one else like you,-10.005099,29.038132
jens lekman>>your arms around me,37.803215,-27.195415
yves larock>>rise up - radio edit,13.435867,22.361835
anastacia>>im outta love - radio edit,-57.349342,11.484371
fleetwood mac>>the chain - live,53.427097,17.802277
the cult>>rain,6.946943,60.08777
siouxsie and the banshees>>spellbound,41.0931,29.336748
vetusta morla>>una sonata fantasma,29.825163,-9.129075
vetusta morla>>¡alto!,29.691275,-8.930343
enya>>amarantine,8.172876,-48.790546
enya>>my! my! time flies!,-10.067595,57.225822
coldplay>>fix you - live,-43.019638,-23.956491
janet jackson>>again,9.870378,-59.782585
bootsy collins>>id rather be with you,-50.784058,16.293316
taking back sunday>>my blue heaven,-17.530407,54.264816
baths>>ironworks,-32.96204,15.800774
action bronson>>strictly 4 my jeeps,19.505617,7.2748175
en vogue>>giving him something he can feel,-21.316296,-8.706423
two door cinema club>>something good can work rac mix,30.83539,17.540854
new found glory>>understatement,52.78445,-19.609777
skylar grey>>i know you - from the fifty shades of grey soundtrack,-25.502863,3.273084
tori kelly>>nobody love,-7.7796774,27.157234
luke bryan>>i see you,-26.078707,5.2730765
scotty mccreery>>see you tonight,16.265997,18.831083
florence + the machine>>jackson - mtv unplugged  2012,-38.881256,18.693033
jim sturgess>>strawberry fields forever,29.293678,24.841902
the tallest man on earth>>it will follow the rain,-41.10004,17.332253
sigur rós>>í gær,37.593582,-26.539522
daddy yankee>>descontrol,-6.9487042,-16.927752
switchfoot>>only hope,0.4593637,27.569052
the sword>>freya,-48.293255,-18.45334
system of a down>>tentative,57.556828,13.898024
deftones>>prince,9.843251,56.57627
burial>>raver,10.754215,43.055576
the allman brothers band>>jessica - unedited version,-50.43644,24.88225
el canto del loco>>un millon de cicatrices,22.696602,-9.905788
maroon 5>>come away to the water,-7.9830136,-26.38873
carrie underwood>>see you again,16.405321,19.185225
danny brown>>handstand,-32.21793,-10.468683
chromatics>>running from the sun,19.528107,34.14159
megadeth>>tornado of souls - 2004 digital remaster,55.169968,-6.7251616
michael bublé>>heartache tonight,-27.534428,3.946244
rihanna>>numb,-0.11961616,22.155752
the weeknd>>love in the sky,-13.499576,32.294155
rammstein>>engel,-43.814644,-33.1351
miles davis>>blue in green - studio sequence,2.243981,-54.39009
miles davis>>freddie freeloader - studio sequence 2,-57.765743,-20.202154
nat king cole>>when i fall in love,48.767044,-25.382065
sade>>by your side - remastered,-22.064371,-49.013493
jimmy eat world>>just tonight,-40.000908,25.960463
russian red>>gone  play on,-47.62854,-10.417814
magan>>verano azul,22.743597,-7.654062
shakira>>gordita,-23.686342,-5.9267316
glee cast>>lucky glee cast version,-18.218689,23.900124
daughtry>>crawling back to you,-8.802227,-21.777905
simple minds>>belfast child,2.0449412,-58.21688
leftfield>>release the pressure,15.932488,49.605724
the shapeshifters>>lolas theme - radio edit,-14.999847,20.360739
simon & garfunkel>>the sound of silence - overdubbed version,57.76143,4.0003824
three days grace>>lost in you,-29.137959,37.63671
ace of base>>life is a flower,-37.27764,36.192417
hootie & the blowfish>>hold my hand,-57.449936,1.4479151
pink floyd>>tbs14,43.155235,25.847828
hardwell>>jumper - original mix,-15.266771,12.818443
vaults>>one last night - from the fifty shades of grey soundtrack,-7.650537,27.05703
minus the bear>>my time,-8.699257,44.648956
zomboy>>game time,-25.507608,-11.523016
theophilus london>>last name london,-28.267624,24.961462
david byrne & st. vincent>>i should watch tv,-40.849815,12.306007
david byrne & st. vincent>>weekend in the dust,35.263966,-18.468166
deerhunter>>sleepwalking,27.50802,32.3084
devlin>>all along the watchtower - radio edit,15.850072,-45.15336
hadouken!>>levitate,-15.545328,19.001183
wale>>focused - feat. kid cudi,-23.17847,-11.267167
infinity ink>>infinity,-18.945023,12.904528
toro y moi>>all alone,22.676168,-46.070255
propellerheads feat. miss shirley bassey>>history repeating,-49.97108,-2.3379276
starsailor>>tell me its not over,42.66308,15.53305
schoolboy q>>prescription/oxymoron,-0.7003607,20.122173
nach>>ellas,-33.11562,-35.878086
arrested development>>mr wendal,-10.49252,60.697647
netsky>>come alive,-9.821815,-25.332775
erasure>>love to hate you,-33.02168,44.255543
coheed and cambria>>ten speed of gods blood & burial,53.298965,14.764654
the smiths>>last night i dreamt that somebody loved me - 2011 remastered version,-31.417038,30.29144
pink floyd>>side 4  pt. 3: surfacing,43.951447,29.192509
pet shop boys>>love is a bourgeois construct,-15.29265,33.340027
chromatics>>a matter of time,25.030283,-51.10589
soundgarden>>half,-55.793343,-9.502307
the jesus and mary chain>>darklands,-38.089867,-41.44884
calvin harris>>sweet nothing - diplo + grandtheft remix,26.533375,12.230194
major lazer>>keep it goin louder,-20.446833,14.030548
breakbot>>make you mine,-15.066236,37.676624
sia>>never gonna leave me,-4.649622,45.645638
marvin gaye>>aint that peculiar,11.66045,-59.363472
darius>>maliblue,-13.860879,37.351902
the smiths>>money changes everything 2008 remastered version,-22.736008,52.28233
ben folds five>>battle of who could care less,-1.6708544,-57.2122
the white stripes>>a martyr for my love for you,21.761387,-53.733215
lars winnerbäck>>kom änglar,-38.16146,27.982008
woodkid>>the great escape,39.177853,8.2812605
tears for fears>>change,-23.117933,-53.038864
amber>>this is your night,26.949543,0.7591583
usher>>more,-10.408395,23.409782
war>>why cant we be friends,50.11043,-29.403059
kid cudi>>the mood,21.230297,2.2915537
dj mehdi>>signatune - thomas bangalter edit,27.608088,29.829948
michael kiwanuka>>always waiting,21.552433,-48.441708
belle & sebastian>>seeing other people,32.572,31.323627
joshua radin>>tomorrow is gonna be better,32.918957,-2.5055335
marilyn manson>>deep six,-30.26467,-32.47087
the avett brothers>>die die die,-26.133024,-32.33497
you me at six>>fireworks,-43.7477,-22.114788
urban cone>>freak,-31.401396,-14.386345
the dandy warhols>>get off,-48.92843,-15.539239
the shins>>girl on the wing,-39.859966,-11.347865
abba>>honey  honey,-54.874508,12.853714
bebe rexha>>i cant stop drinking about you,-25.363108,2.7323666
kendrick lamar>>ignorance is bliss,-20.587091,7.1520557
enter shikari>>juggernauts,-41.90248,28.468521
promoe>>mammas gata,-12.315392,21.891277
placebo>>meds,-23.322058,49.379196
red hot chili peppers>>minor thing,-21.916695,49.948032
the kills>>nail in my coffin,-8.9409075,43.89356
william fitzsimmons>>so this is goodbye - pink ganter remix,29.594145,29.308374
dashboard confessional>>the places you have come to fear the most,59.08032,7.5611806
billy joel>>the stranger,57.083763,2.3300264
marina and the diamonds>>valley of the dolls,37.326115,-5.9928045
woody guthrie>>this land is your land,54.768185,1.0652714
carolina chocolate drops>>hit em up style,-47.528206,-0.14613286
clint mansell>>the last man,49.977222,3.0728433
my morning jacket>>touch me im going to scream pt. 2,41.100918,-5.839615
bloc party>>day four,-24.063671,-30.30196
ac/dc>>thunderstruck,55.397095,-1.4364295
melendi>>cheque al portamor,-6.1759777,-22.18097
bruce springsteen>>american skin 41 shots - live at madison square garden,3.9951086,-57.668896
lucy pearl>>dance tonight,-4.7102785,-18.513433
the streets>>dont mug yourself,-32.940716,-29.460054
david guetta>>its the way you love me feat. kelly rowland,-22.116508,13.267449
kasabian>>stuntman,41.939774,25.20856
nas>>the genesis,22.07578,3.1680505
nas>>the world is yours - explicit album version,23.57265,1.5627749
the streets>>weak become heroes,40.240063,-19.163866
the pharcyde>>drop,-9.313486,-12.879267
al green>>simply beautiful,27.052736,25.628395
cheatahs>>the swan,39.790424,6.276993
eels>>my beloved monster,-25.68678,49.586426
eels>>susans house,48.160664,28.012503
nine inch nails>>beside you in time,-4.1745353,-54.921135
nine inch nails>>sanctified,28.945637,47.335316
david guetta>>lift me up feat. nico & vinz  ladysmith black mambazo,-13.854864,12.0237055
a day to remember>>another song about the weekend,17.034445,-55.435947
silverchair>>anthem for the year 2000,6.8670917,-57.060024
eels>>saturday morning,27.352346,42.944817
pearl jam>>faithful,-48.56773,-32.025177
collective soul>>december,-35.33517,-44.374046
a perfect circle>>imagine,-45.66987,25.880161
blur>>ong ong,-10.083366,35.83265
deftones>>headup,-55.291737,-8.349974
eminem>>as the world turns,18.043928,-32.222916
oasis>>columbia,-32.33287,-48.537117
george michael>>fastlove - pt. 1,-46.361446,-28.260246
the black keys>>too afraid to love - live,49.552357,-1.519986
varry brava>>no gires,1.6466385,32.73587
ladytron>>ghosts,-35.847282,-13.598671
sepultura>>refuse / resist,8.609542,58.212284
moderat>>seamonkey,21.78941,38.39106
madonna>>true blue,55.322998,-3.4959416
the isley brothers>>shout,45.243526,37.474083
anthrax>>bring the noise,-11.095614,-52.799225
young fathers>>get up,-31.224382,-10.299648
city and colour>>like knives,-26.896322,30.312372
talking heads>>burning down the house - live,-13.086434,-50.93327
dizzee rascal>>bassline junkie,6.0219274,-34.127728
ben folds>>still fighting it,43.594345,26.888647
jesse mccartney>>leavin,-18.60855,18.559113
jack johnson>>losing keys,-27.483942,32.86892
bon jovi>>lost highway,-34.395798,45.83708
adele>>my same live at hotel cafe,-13.606824,51.276337
frank sinatra>>santa claus is coming to town,3.5782719,-74.79578
zz top>>sharp dressed man,31.234877,51.528206
lady gaga>>the queen,26.6033,0.14001225
fall out boy>>tiffany blews,60.378883,-0.014772356
the bellamy brothers>>let your love flow,-41.643467,41.11217
epmd>>strictly business,18.839075,8.36839
thirty seconds to mars>>northern lights,3.458077,34.44238
pet shop boys>>suburbia,52.478924,21.031267
jhene aiko>>3:16am,21.501944,-36.492535
jhene aiko>>the vapors,31.683361,3.6026332
j. cole>>runaway,12.788012,32.992023
danko jones>>had enough,-53.326714,-4.6152163
russian circles>>mlàdek,-10.83106,43.579067
j.j. fad>>supersonic,26.251823,9.287381
cupid>>cupid shuffle,-9.605416,-20.176226
portugal. the man>>all my people,23.0753,-43.086895
red hot chili peppers>>the righteous & the wicked,59.114143,8.472153
arrested development>>people everyday - metamorphosis mix,2.7485144,20.217218
low>>just make it stop,-32.79853,15.9105425
the white stripes>>as ugly as i seem,24.037052,-55.678673
chet faker>>melt,-12.885454,33.41871
trick daddy>>im a thug,-21.497807,7.1093955
blue october>>into the ocean,-43.095844,25.58894
autre ne veut>>ego free sex free,-25.208454,-23.443823
rise against>>wait for me,54.216022,-21.032393
green day>>stray heart,44.206398,25.582882
duffy>>syrup & honey,25.733194,19.994291
hombres g>>te quiero,27.426378,6.774684
britney spears>>boys,-0.16479771,-28.190475
cypress hill>>when the sh-- goes down,21.237736,-16.586987
t.a.t.u.>>all about us,13.231863,-39.271782
cults>>always forever,22.821072,-42.02282
mogwai>>repelish,13.3190155,39.76053
mogwai>>simon ferocious,21.781544,33.32795
trio>>da da da i dont love you you dont love me aha aha aha,-42.29659,-40.191273
beastie boys>>hey ladies,-50.555485,-5.07817
ginuwine>>so anxious,19.831234,10.757509
elliott smith>>junk bond trader,-38.318665,24.016966
kings of convenience>>power of not knowing,10.000628,49.96149
kyuss>>green machine,-50.19536,-18.818386
damien jurado>>museum of flight,-16.564592,41.813747
parquet courts>>dear ramona,-13.224679,-29.192429
florence + the machine>>cosmic love - mtv unplugged  2012,-18.850708,-37.28306
mastodon>>dry bone valley,-38.11925,-44.39885
cake>>stickshifts and safetybelts,43.84538,27.2496
band of skulls>>the devil takes care of his own,41.64538,12.136921
mastodon>>the sparrow,58.322433,7.281618
kodaline>>perfect world,7.970367,41.95837
sly & the family stone>>stand!,48.163074,32.764324
panda bear>>principe real,10.30561,36.5431
giorgio moroder>>right here  right now,14.24371,31.660719
david lindgren>>shout it out,18.191587,21.774721
supergrass>>sun hits the sky,49.461178,28.71092
bobbie gentry>>ode to billie joe,-1.2170341,61.0851
perfume genius>>grid,-32.258476,-4.040031
the dodos>>walking,39.39001,-16.813637
santigold>>im a lady,-40.02462,17.076809
the boxer rebellion>>diamonds,-25.712547,-28.790834
jim sturgess>>something,29.290224,24.997667
kelly rowland>>kisses down low,-14.788242,18.053139
robert johnson>>sweet home chicago,51.2919,21.00709
bruce springsteen>>jack of all trades,-51.230145,21.618883
pat benatar>>love is a battlefield - 2005 digital remaster,-33.800434,45.593433
the rolling stones>>fool to cry,-54.23847,-14.8328085
lorentz & sakarias>>mayhem,-10.775305,23.38576
my chemical romance>>party poison,1.0254058,54.43836
jojo>>too little  too late,25.784979,-2.943337
the civil wars>>darline,-24.945326,-31.208956
nouvelle vague>>making plans for nigel,-20.28447,41.962284
nouvelle vague>>this is not a love song,44.671368,1.8338308
glee cast>>my life would suck without you glee cast version,-3.91065,27.41774
